Dataset_ID	Sample_ID	Subtype	Prognosis_time	Prognosis	Gene_expression
GSE49243	GSM1195797	None	None	None	9.483815777264256
GSE49243	GSM1195798	None	None	None	7.876516946565
GSE49243	GSM1195799	None	None	None	8.912889336229961
GSE49243	GSM1195800	None	None	None	8.92184093707449
GSE49243	GSM1195801	None	None	None	7.86418614465428
GSE49243	GSM1195802	None	None	None	8.417852514885897
GSE49243	GSM1195803	None	None	None	9.167418145831737
GSE49243	GSM1195804	None	None	None	8.124121311829187
GSE49243	GSM1195805	None	None	None	9.67065624911844
GSE49243	GSM1195806	None	None	None	9.17492568250068
GSE49243	GSM1195807	None	None	None	9.207014320177533
GSE49243	GSM1195808	None	None	None	8.076815597050832
GSE49243	GSM1195809	None	None	None	8.523561956057014
GSE49243	GSM1195810	None	None	None	8.915879378835772
GSE49243	GSM1195811	None	None	None	8.76487159073609
GSE49243	GSM1195812	None	None	None	8.499845887083206
GSE49243	GSM1195813	None	None	None	10.52061868055628
GSE49243	GSM1195814	None	None	None	9.16490692667569
GSE49243	GSM1195815	None	None	None	8.86418614465428
GSE49243	GSM1195816	None	None	None	8.974414589805528
GSE49243	GSM1195817	None	None	None	8.285402218862249
GSE49243	GSM1195818	None	None	None	8.622051819456377
GSE49243	GSM1195819	None	None	None	8.957102041562287
GSE49243	GSM1195820	None	None	None	9.303780748177104
GSE49243	GSM1195821	None	None	None	9.96434086779242
GSE49243	GSM1195822	None	None	None	8.679480099505447
GSE49243	GSM1195823	None	None	None	8.592457037268082
GSE49243	GSM1195824	None	None	None	8.499845887083206
GSE49243	GSM1195825	None	None	None	8.927777962082342
GSE49243	GSM1195826	None	None	None	9.584962500721156
GSE49243	GSM1195827	None	None	None	9.65105169117893
GSE49243	GSM1195828	None	None	None	9.283088353024002
GSE49243	GSM1195829	None	None	None	9.259743263690781
GSE49243	GSM1195830	None	None	None	9.095397022792557
GSE49243	GSM1195831	None	None	None	8.787902559391432
GSE49243	GSM1195832	None	None	None	8.927777962082342
GSE49243	GSM1195833	None	None	None	8.527477006060396
GSE49243	GSM1195834	None	None	None	9.154818109052105
GSE49243	GSM1195835	None	None	None	8.303780748177104
GSE49243	GSM1195836	None	None	None	8.507794640198696
GSE49243	GSM1195837	None	None	None	8.965784284662087
GSE49243	GSM1195838	None	None	None	8.876516946565
GSE49243	GSM1195839	None	None	None	8.262094845370179
GSE49243	GSM1195840	None	None	None	8.124121311829187
GSE49243	GSM1195841	None	None	None	8.330916878114618
GSE49243	GSM1195842	None	None	None	7.820178962415189
GSE49243	GSM1195843	None	None	None	9.219168520462162
GSE49243	GSM1195844	None	None	None	8.573647187493323
GSE49243	GSM1195845	None	None	None	8.348728154231077
GSE49243	GSM1195846	None	None	None	8.238404739325079
GSE49243	GSM1195847	None	None	None	8.927777962082342
GSE49243	GSM1195848	None	None	None	8.813781191217037
GSE49243	GSM1195849	None	None	None	8.539158811108031
GSE49243	GSM1195850	None	None	None	8.78135971352466
GSE45921	GSM1119668	II	None	None	8.271463027904375
GSE45921	GSM1119669	II	None	None	8.43879185257826
GSE45921	GSM1119670	III	None	None	8.539158811108031
GSE45921	GSM1119671	II	None	None	8.611024797307353
GSE45921	GSM1119672	II	None	None	8.294620748891626
GSE45921	GSM1119673	II	None	None	9.271463027904375
GSE45921	GSM1119674	II	None	None	8.654636028527968
GSE45921	GSM1119675	II	None	None	8.149747119504683
GSE45921	GSM1119676	II	None	None	9.038918989292304
GSE45921	GSM1119677	II	None	None	7.813781191217037
GSE45921	GSM1119678	II	None	None	8.366322214245816
GSE45921	GSM1119679	II	None	None	8.554588851677638
GSE45921	GSM1119680	IV	None	None	8.870364719583405
GSE45921	GSM1119681	II	None	None	8.308339030139408
GSE45921	GSM1119682	III	None	None	8.948367231584678
GSE45921	GSM1119683	IV	None	None	8.383704292474054
GSE45921	GSM1119684	IV	None	None	8.854868383260238
GSE45921	GSM1119685	IV	None	None	8.794415866350105
GSE45921	GSM1119686	III	None	None	8.499845887083206
GSE45921	GSM1119687	I	None	None	8.285402218862249
GSE45921	GSM1119688	II	None	None	8.640244936222347
GSE45921	GSM1119689	I	None	None	10.371776644337924
GSE19404	GSM482088	None	None	None	8.791162888555018
GSE19404	GSM482089	None	None	None	9.047123912114026
GSE19404	GSM482090	None	None	None	9.491853096329676
GSE19404	GSM482091	None	None	None	8.539158811108031
GSE19404	GSM482092	None	None	None	9.49585502688717
GSE19404	GSM482093	None	None	None	10.98584193700334
GSE19404	GSM482094	None	None	None	9.453270634010623
GSE19404	GSM482095	None	None	None	8.290018846932618
GSE19404	GSM482096	None	None	None	9.335390354693924
GSE19404	GSM482097	None	None	None	8.90689059560852
GSE67851	GSM1587791	None	None	None	7.679480099505446
GSE67851	GSM1587792	None	None	None	7.870364719583405
GSE67851	GSM1587793	None	None	None	8.592457037268082
GSE67851	GSM1587794	None	None	None	8.31741261376487
GSE67851	GSM1587795	None	None	None	7.820178962415189
GSE67851	GSM1587796	None	None	None	7.546894459887637
GSE67851	GSM1587797	None	None	None	8.96289600533726
GSE67851	GSM1587798	None	None	None	8.774787059601174
GSE67851	GSM1587799	None	None	None	8.554588851677638
GSE67851	GSM1657151	None	None	None	8.022367813028454
GSE67851	GSM1657152	None	None	None	8.614709844115207
GSE67851	GSM1657153	None	None	None	9.285402218862249
GSE67851	GSM1657154	None	None	None	8.599912842187129
GSE67851	GSM1657155	None	None	None	8.562242424221074
GSE67851	GSM1657156	None	None	None	8.672425341971495
GSE67851	GSM1657157	None	None	None	8.082149041353873
GSE67851	GSM1657158	None	None	None	8.451211111832329
GSE67851	GSM1657159	None	None	None	9.346513733165635
GSE67851	GSM1657160	None	None	None	8.954196310386877
GSE67851	GSM1657161	None	None	None	9.550746785383243
GSE67851	GSM1657162	None	None	None	8.727920454563199
GSE67851	GSM1657163	None	None	None	8.861086905995393
GSE67851	GSM1657164	None	None	None	9.426264754702098
GSE67851	GSM1657165	None	None	None	8.800899899920305
GSE67851	GSM1657166	None	None	None	9.29232163280204
GSE67851	GSM1657167	None	None	None	8.96289600533726
GSE67851	GSM1657168	None	None	None	7.88874324889826
GSE67851	GSM1657169	None	None	None	9.679480099505446
GSE67851	GSM1657170	None	None	None	8.682994583681683
GSE67851	GSM1657171	None	None	None	8.661778097771986
GSE67851	GSM1657172	None	None	None	7.693486957499325
GSE31545	GSM782946	IV	None	None	8.430452551665532
GSE31545	GSM782947	IV	None	None	8.149747119504683
GSE31545	GSM782948	IV	None	None	8.400879436282185
GSE31545	GSM782949	IV	None	None	8.63662462054365
GSE31545	GSM782950	IV	None	None	8.679480099505447
GSE31545	GSM782951	IV	None	None	8.507794640198696
GSE31545	GSM782952	IV	None	None	7.475733430966398
GSE31545	GSM782953	IV	None	None	7.426264754702098
GSE31545	GSM782954	IV	None	None	8.353146825498083
GSE31545	GSM782955	IV	None	None	8.20945336562895
GSE31545	GSM782956	III	None	None	8.554588851677638
GSE31545	GSM782957	III	None	None	8.321928094887362
GSE31545	GSM782958	III	None	None	8.927777962082342
GSE31545	GSM782959	III	None	None	8.640244936222347
GSE67066	GSM1637993	None	None	None	6.409390936137703
GSE67066	GSM1637994	None	None	None	6.857980995127572
GSE67066	GSM1637995	None	None	None	6.965784284662088
GSE67066	GSM1637996	None	None	None	7.409390936137703
GSE67066	GSM1637997	None	None	None	8.011227255423254
GSE67066	GSM1637998	None	None	None	7.139551352398794
GSE67066	GSM1637999	None	None	None	7.098032082960527
GSE67066	GSM1638000	None	None	None	7.948367231584678
GSE67066	GSM1638001	None	None	None	8.383704292474054
GSE67066	GSM1638002	None	None	None	7.90086680798075
GSE67066	GSM1638003	None	None	None	7.475733430966398
GSE67066	GSM1638004	None	None	None	8.471675214392045
GSE67066	GSM1638005	None	None	None	7.965784284662087
GSE67066	GSM1638006	None	None	None	7.7414669864011465
GSE67066	GSM1638007	None	None	None	8.566054038171092
GSE67066	GSM1638009	None	None	None	8.491853096329676
GSE67066	GSM1638011	None	None	None	7.459431618637297
GSE67066	GSM1638012	None	None	None	6.539158811108032
GSE67066	GSM1638013	None	None	None	7.209453365628949
GSE67066	GSM1638014	None	None	None	8.060695931687555
GSE67066	GSM1638015	None	None	None	7.45121111183233
GSE67066	GSM1638016	None	None	None	7.409390936137703
GSE67066	GSM1638017	None	None	None	7.8392037880969445
GSE67066	GSM1638018	None	None	None	7.515699838284044
GSE67066	GSM1638019	None	None	None	7.531381460516312
GSE67066	GSM1638020	None	None	None	8.257387842692651
GSE67066	GSM1638022	None	None	None	7.651051691178929
GSE67066	GSM1638024	None	None	None	7.9188632372745955
GSE67066	GSM1638026	None	None	None	7.651051691178929
GSE67066	GSM1638027	None	None	None	8.016808287686553
GSE67066	GSM1638029	None	None	None	7.400879436282184
GSE67066	GSM1638030	None	None	None	8.066089190457772
GSE67066	GSM1638031	None	None	None	7.491853096329675
GSE67066	GSM1638032	None	None	None	6.643856189774725
GSE67066	GSM1638036	None	None	None	8.784634845557521
GSE67066	GSM1638037	None	None	None	7.118941072723508
GSE67066	GSM1638038	None	None	None	8.562242424221074
GSE67066	GSM1638039	None	None	None	7.523561956057013
GSE67066	GSM1638040	None	None	None	7.266786540694902
GSE67066	GSM1638041	None	None	None	7.7279204545632
GSE67066	GSM1638010	None	None	None	8.335390354693924
GSE67066	GSM1638021	None	None	None	6.845490050944376
GSE67066	GSM1638023	None	None	None	7.988684686772166
GSE67066	GSM1638025	None	None	None	7.74819284958946
GSE67066	GSM1638028	None	None	None	7.22881869049588
GSE67066	GSM1638033	None	None	None	7.467605550082998
GSE67066	GSM1638034	None	None	None	8.257387842692651
GSE67066	GSM1638035	None	None	None	8.129283016944965
GSE67066	GSM1638042	None	None	None	7.894817763307945
GSE67066	GSM1638043	None	None	None	7.257387842692652
GSE51413	GSM1244687	III	None	None	8.366322214245816
GSE51413	GSM1244688	III	None	None	8.022367813028454
GSE51413	GSM1244697	III	None	None	7.813781191217037
GSE51413	GSM1244698	III	None	None	8.124121311829187
GSE51413	GSM1244683	IV	None	None	7.936637939002572
GSE51413	GSM1244684	IV	None	None	8.027905996569885
GSE51413	GSM1244685	IV	None	None	8.129283016944965
GSE51413	GSM1244686	IV	None	None	7.988684686772166
GSE51413	GSM1244689	IV	None	None	7.88874324889826
GSE51413	GSM1244690	IV	None	None	7.7073591320808825
GSE51413	GSM1244691	IV	None	None	8.39231742277876
GSE51413	GSM1244692	IV	None	None	8.08746284125034
GSE51413	GSM1244693	IV	None	None	7.820178962415189
GSE51413	GSM1244694	IV	None	None	7.930737337562887
GSE51413	GSM1244695	IV	None	None	8.049848549450562
GSE51413	GSM1244696	IV	None	None	8.375039431346924
GSE51413	GSM1244699	IV	None	None	7.672425341971495
GSE51413	GSM1244700	IV	None	None	7.6147098441152075
GSE51413	GSM1244701	IV	None	None	7.894817763307945
GSE51413	GSM1244702	IV	None	None	8.693486957499326
GSE60184	GSM1467012	IV	None	None	8.396604781181859
GSE60184	GSM1467013	IV	None	None	8.29920801838728
GSE60184	GSM1467014	IV	None	None	8.90086680798075
GSE60184	GSM1467015	IV	None	None	8.539158811108031
GSE60184	GSM1467016	IV	None	None	8.851749041416058
GSE60184	GSM1467017	IV	None	None	8.90388184573618
GSE60184	GSM1467018	IV	None	None	8.945443836377912
GSE60184	GSM1467019	IV	None	None	9.108524456778168
GSE60184	GSM1467020	IV	None	None	8.92481250360578
GSE60184	GSM1467021	IV	None	None	9.372865060112588
GSE60184	GSM1467022	IV	None	None	9.89026427702111
GSE60184	GSM1467023	IV	None	None	10.200898605038445
GSE60184	GSM1467024	IV	None	None	9.076815597050832
GSE60184	GSM1467025	IV	None	None	8.214319120800766
GSE60184	GSM1467026	IV	None	None	8.804131021183318
GSE60184	GSM1467027	IV	None	None	8.17492568250068
GSE60184	GSM1467028	IV	None	None	8.330916878114618
GSE60184	GSM1467029	IV	None	None	9.290018846932618
GSE60184	GSM1467030	IV	None	None	9.346513733165635
GSE60184	GSM1467031	IV	None	None	8.751544059089097
GSE60184	GSM1467032	IV	None	None	8.703903573444665
GSE60184	GSM1467033	IV	None	None	8.581200581924957
GSE60184	GSM1467034	IV	None	None	8.689997971419446
GSE37418	GSM918578	None	None	None	8.370687406807217
GSE37418	GSM918579	None	None	None	9.266786540694902
GSE37418	GSM918580	None	None	None	9.194756854422247
GSE37418	GSM918581	None	None	None	8.330916878114618
GSE37418	GSM918582	None	None	None	8.022367813028454
GSE37418	GSM918583	None	None	None	8.159871336778389
GSE37418	GSM918584	None	None	None	8.98299357469431
GSE37418	GSM918585	None	None	None	9.686500527183219
GSE37418	GSM918586	None	None	None	8.957102041562287
GSE37418	GSM918587	None	None	None	9.52943055414615
GSE37418	GSM918588	None	None	None	9.095397022792557
GSE37418	GSM918589	None	None	None	8.758223214726724
GSE37418	GSM918590	None	None	None	9.027905996569885
GSE37418	GSM918591	None	None	None	9.084808387804362
GSE37418	GSM918592	None	None	None	9.375039431346925
GSE37418	GSM918593	None	None	None	8.238404739325079
GSE37418	GSM918594	None	None	None	8.854868383260238
GSE37418	GSM918595	None	None	None	8.550746785383243
GSE37418	GSM918596	None	None	None	8.487840033823051
GSE37418	GSM918597	None	None	None	8.933690654952235
GSE37418	GSM918598	None	None	None	8.599912842187129
GSE37418	GSM918599	None	None	None	9.537218400538597
GSE37418	GSM918600	None	None	None	9.746514321138463
GSE37418	GSM918601	None	None	None	8.842350343413809
GSE37418	GSM918602	None	None	None	8.312882955284357
GSE37418	GSM918603	None	None	None	8.546894459887637
GSE37418	GSM918604	None	None	None	9.905387005018131
GSE37418	GSM918605	None	None	None	9.259743263690781
GSE37418	GSM918606	None	None	None	9.321928094887362
GSE37418	GSM918607	None	None	None	9.436711542137214
GSE37418	GSM918608	None	None	None	8.45532722030456
GSE37418	GSM918609	None	None	None	8.873444112515376
GSE37418	GSM918610	None	None	None	9.134426320220927
GSE37418	GSM918611	None	None	None	8.741466986401146
GSE37418	GSM918612	None	None	None	10.053925881531105
GSE37418	GSM918613	None	None	None	10.214319120800766
GSE37418	GSM918614	None	None	None	9.098032082960527
GSE37418	GSM918615	None	None	None	8.49585502688717
GSE37418	GSM918616	None	None	None	8.252665432450248
GSE37418	GSM918617	None	None	None	8.603626344986191
GSE37418	GSM918618	None	None	None	8.434628227636725
GSE37418	GSM918619	None	None	None	8.79766152585376
GSE37418	GSM918620	None	None	None	8.228818690495881
GSE37418	GSM918621	None	None	None	8.848622940429339
GSE37418	GSM918622	None	None	None	8.933690654952235
GSE37418	GSM918623	None	None	None	8.375039431346924
GSE37418	GSM918624	None	None	None	8.016808287686553
GSE37418	GSM918625	None	None	None	7.86418614465428
GSE37418	GSM918626	None	None	None	9.35974956032233
GSE37418	GSM918627	None	None	None	9.129283016944967
GSE37418	GSM918628	None	None	None	8.082149041353873
GSE37418	GSM918629	None	None	None	10.01262453886506
GSE37418	GSM918630	None	None	None	9.12670447284319
GSE37418	GSM918631	None	None	None	8.022367813028454
GSE37418	GSM918632	None	None	None	9.167418145831737
GSE37418	GSM918633	None	None	None	9.620219825507487
GSE37418	GSM918634	None	None	None	8.303780748177104
GSE37418	GSM918635	None	None	None	9.162391328756906
GSE37418	GSM918636	None	None	None	8.558420713268665
GSE37418	GSM918637	None	None	None	9.008428622070582
GSE37418	GSM918638	None	None	None	8.326429487122303
GSE37418	GSM918639	None	None	None	7.870364719583405
GSE37418	GSM918640	None	None	None	8.194756854422248
GSE37418	GSM918641	None	None	None	8.912889336229961
GSE37418	GSM918642	None	None	None	7.994353436858858
GSE37418	GSM918643	None	None	None	8.011227255423254
GSE37418	GSM918644	None	None	None	8.348728154231077
GSE37418	GSM918645	None	None	None	8.361943773735241
GSE37418	GSM918646	None	None	None	8.832890014164743
GSE37418	GSM918647	None	None	None	9.888743248898258
GSE37418	GSM918648	None	None	None	8.523561956057014
GSE37418	GSM918649	None	None	None	8.794415866350105
GSE37418	GSM918650	None	None	None	8.92184093707449
GSE37418	GSM918651	None	None	None	9.370687406807217
GSE37418	GSM918652	None	None	None	9.005624549193879
GSE37418	GSM918653	None	None	None	9.157346935362844
