Dataset_ID	Sample_ID	Subtype	Prognosis_time	Prognosis	Gene_expression
GSE61374	GSM1503365	III	None	None	7.714245517666122
GSE61374	GSM1503366	III	None	None	9.108524456778168
GSE61374	GSM1503367	III	None	None	8.262094845370179
GSE61374	GSM1503368	III	None	None	9.727920454563199
GSE61374	GSM1503369	III	None	None	10.703903573444665
GSE61374	GSM1503370	III	None	None	8.022367813028454
GSE61374	GSM1503371	III	None	None	8.233619676759702
GSE61374	GSM1503372	III	None	None	8.344295907915816
GSE61374	GSM1503373	III	None	None	8.252665432450248
GSE61374	GSM1503374	III	None	None	7.721099188707186
GSE61374	GSM1503375	III	None	None	8.479780264029099
GSE61374	GSM1503376	III	None	None	8.696967526234287
GSE61374	GSM1503377	III	None	None	8.67595703294175
GSE61374	GSM1503378	III	None	None	8.861086905995393
GSE61374	GSM1503379	III	None	None	8.57742882803575
GSE61374	GSM1503380	III	None	None	8.383704292474054
GSE61374	GSM1503381	III	None	None	8.721099188707186
GSE61374	GSM1503382	III	None	None	7.94251450533924
GSE61374	GSM1503383	III	None	None	8.527477006060396
GSE61374	GSM1503384	III	None	None	8.294620748891626
GSE61374	GSM1503385	III	None	None	9.014020470314934
GSE61374	GSM1503386	III	None	None	8.179909090014934
GSE61374	GSM1503387	III	None	None	9.344295907915818
GSE61374	GSM1503388	III	None	None	8.388017285345136
GSE61374	GSM1503389	III	None	None	8.467605550082997
GSE61374	GSM1503390	III	None	None	8.951284714966972
GSE61374	GSM1503391	III	None	None	8.426264754702098
GSE61374	GSM1503392	III	None	None	7.876516946565
GSE61374	GSM1503393	III	None	None	8.03342300153745
GSE61374	GSM1503394	III	None	None	7.721099188707186
GSE61374	GSM1503395	III	None	None	8.011227255423254
GSE61374	GSM1503396	III	None	None	9.457380879072536
GSE61374	GSM1503397	III	None	None	7.954196310386876
GSE61374	GSM1503398	III	None	None	7.45121111183233
GSE61374	GSM1503399	III	None	None	9.918863237274595
GSE61374	GSM1503400	III	None	None	7.714245517666122
GSE61374	GSM1503401	III	None	None	9.092757140919852
GSE61374	GSM1503402	III	None	None	8.308339030139408
GSE61374	GSM1503403	III	None	None	8.791162888555018
GSE61374	GSM1503404	III	None	None	8.758223214726724
GSE61374	GSM1503405	III	None	None	7.988684686772166
GSE61374	GSM1503406	III	None	None	8.144658242831882
GSE61374	GSM1503407	III	None	None	7.894817763307945
GSE61374	GSM1503408	III	None	None	8.971543553950772
GSE61374	GSM1503409	III	None	None	8.262094845370179
GSE61374	GSM1503410	III	None	None	8.531381460516313
GSE61374	GSM1503411	III	None	None	8.016808287686553
GSE61374	GSM1503412	III	None	None	7.851749041416057
GSE61374	GSM1503413	III	None	None	9.167418145831737
GSE61374	GSM1503414	III	None	None	8.409390936137703
GSE61374	GSM1503415	III	None	None	8.539158811108031
GSE61374	GSM1503416	III	None	None	8.527477006060396
GSE61374	GSM1503417	II	None	None	8.647458426454921
GSE61374	GSM1503418	II	None	None	8.330916878114618
GSE61374	GSM1503419	II	None	None	9.686500527183219
GSE61374	GSM1503420	II	None	None	10.403012023574997
GSE61374	GSM1503421	II	None	None	8.73809225962049
GSE61374	GSM1503422	II	None	None	9.493855449240824
GSE61374	GSM1503423	II	None	None	10.247927513443587
GSE61374	GSM1503424	II	None	None	8.413627929024173
GSE61374	GSM1503425	II	None	None	8.29920801838728
GSE61374	GSM1503426	II	None	None	11.617467465294197
GSE61374	GSM1503427	II	None	None	8.523561956057014
GSE61374	GSM1503428	II	None	None	9.76155123244448
GSE61374	GSM1503429	II	None	None	8.625708843064466
GSE61374	GSM1503430	II	None	None	9.684748620421626
GSE61374	GSM1503431	II	None	None	8.39231742277876
GSE61374	GSM1503432	II	None	None	10.109830654278793
GSE74195	GSM1914323	None	None	None	8.67595703294175
GSE74195	GSM1914320	None	None	None	8.668884984266247
GSE74195	GSM1914321	None	None	None	8.092757140919852
GSE74195	GSM1914322	None	None	None	7.988684686772166
GSE74195	GSM1914324	None	None	None	8.643856189774725
GSE74195	GSM1914325	None	None	None	8.353146825498083
GSE74195	GSM1914326	None	None	None	7.857980995127572
GSE74195	GSM1914327	None	None	None	7.643856189774724
GSE74195	GSM1914328	None	None	None	7.714245517666122
GSE74195	GSM1914329	None	None	None	8.144658242831882
GSE74195	GSM1914330	None	None	None	8.027905996569885
GSE74195	GSM1914331	None	None	None	8.24317398347295
GSE74195	GSM1914332	None	None	None	7.9188632372745955
GSE74195	GSM1914333	None	None	None	8.060695931687555
GSE74195	GSM1914334	None	None	None	8.721099188707186
GSE74195	GSM1914335	None	None	None	8.05528243550119
GSE74195	GSM1914336	None	None	None	8.710806433699352
GSE74195	GSM1914338	None	None	None	7.870364719583405
GSE74195	GSM1914340	None	None	None	8.632995197142959
GSE74195	GSM1914341	None	None	None	8.700439718141093
GSE74195	GSM1914342	None	None	None	9.066089190457772
GSE74195	GSM1914343	None	None	None	8.614709844115207
GSE74195	GSM1914344	None	None	None	8.79766152585376
GSE74195	GSM1914345	None	None	None	8.73470962022584
GSE74195	GSM1914347	None	None	None	11.30035256032822
GSE74195	GSM1914348	None	None	None	8.92184093707449
GSE74195	GSM1914349	None	None	None	8.483815777264256
GSE74195	GSM1914351	None	None	None	8.800899899920305
GSE74195	GSM1914352	None	None	None	8.78135971352466
GSE74195	GSM1914353	None	None	None	10.950555897047511
GSE74195	GSM1914354	None	None	None	8.543031820255239
GSE74195	GSM1914355	None	None	None	8.879583249612784
GSE74195	GSM1914357	None	None	None	8.581200581924957
GSE74195	GSM1914358	None	None	None	7.9188632372745955
GSE74195	GSM1914359	None	None	None	8.727920454563199
GSE74195	GSM1914360	None	None	None	9.199672344836365
GSE74195	GSM1914361	None	None	None	9.707359132080883
GSE74195	GSM1914362	None	None	None	8.388017285345136
GSE74195	GSM1914363	None	None	None	8.308339030139408
GSE74195	GSM1914364	None	None	None	8.92184093707449
GSE74195	GSM1914370	None	None	None	9.290018846932618
GSE15824	GSM397626	IV	None	None	9.12670447284319
GSE15824	GSM397627	IV	None	None	8.647458426454921
GSE15824	GSM397628	IV	None	None	9.184875342908285
GSE15824	GSM397629	IV	None	None	8.219168520462162
GSE15824	GSM397630	IV	None	None	8.915879378835772
GSE15824	GSM397631	IV	None	None	6.6293566200796095
GSE15824	GSM397632	IV	None	None	9.084808387804362
GSE15824	GSM397633	IV	None	None	7.832890014164742
GSE15824	GSM397634	IV	None	None	8.280770770130603
GSE15824	GSM397635	IV	None	None	8.353146825498083
GSE15824	GSM397636	IV	None	None	8.038918989292302
GSE15824	GSM397637	IV	None	None	8.326429487122303
GSE15824	GSM397638	III	None	None	8.113742166049189
GSE15824	GSM397639	II	None	None	7.592457037268081
GSE15824	GSM397640	II	None	None	7.348728154231078
GSE15824	GSM397641	III	None	None	8.144658242831882
GSE15824	GSM397642	II	None	None	7.807354922057604
GSE15824	GSM397643	II	None	None	7.857980995127572
GSE15824	GSM397645	III	None	None	8.353146825498083
GSE15824	GSM397646	III	None	None	8.936637939002571
GSE15824	GSM397647	None	None	None	7.562242424221073
GSE15824	GSM397648	II	None	None	9.20212382383046
GSE15824	GSM397649	II	None	None	8.400879436282185
GSE15824	GSM397650	III	None	None	8.447083226209653
GSE15824	GSM397651	III	None	None	8.434628227636725
GSE15824	GSM397652	II	None	None	7.977279923499917
GSE15824	GSM397653	IV	None	None	8.588714635582265
GSE15824	GSM397654	IV	None	None	8.523561956057014
GSE15824	GSM397655	IV	None	None	7.845490050944376
GSE30563	GSM758399	None	None	None	7.03342300153745
GSE30563	GSM758400	None	None	None	7.569855608330948
GSE30563	GSM758401	None	None	None	7.98299357469431
GSE35493	GSM869617	None	None	None	8.339850002884624
GSE35493	GSM869618	None	None	None	8.784634845557521
GSE35493	GSM869619	None	None	None	8.90086680798075
GSE35493	GSM869620	None	None	None	9.388017285345136
GSE35493	GSM869621	None	None	None	8.717676423066395
GSE35493	GSM869622	None	None	None	8.977279923499918
GSE35493	GSM869623	None	None	None	8.820178962415188
GSE35493	GSM869624	None	None	None	8.92481250360578
GSE35493	GSM869625	None	None	None	9.78953364497036
GSE35493	GSM869626	None	None	None	8.554588851677638
GSE35493	GSM869627	None	None	None	8.62935662007961
GSE35493	GSM869628	None	None	None	9.560332834212442
GSE35493	GSM869629	None	None	None	8.997179480937621
GSE35493	GSM869630	None	None	None	9.079484783826816
GSE35493	GSM869631	None	None	None	8.971543553950772
GSE35493	GSM869632	None	None	None	8.915879378835772
GSE35493	GSM869633	None	None	None	8.768184324776927
GSE35493	GSM869634	None	None	None	8.73809225962049
GSE35493	GSM869667	None	None	None	10.062046137720492
GSE35493	GSM869668	None	None	None	7.781359713524661
GSE35493	GSM869669	None	None	None	6.857980995127572
GSE35493	GSM869670	None	None	None	8.321928094887362
GSE35493	GSM869671	None	None	None	8.90388184573618
GSE35493	GSM869672	None	None	None	9.76487159073609
GSE35493	GSM869673	None	None	None	9.162391328756906
GSE35493	GSM869674	None	None	None	9.13699111208023
GSE35493	GSM869675	None	None	None	8.988684686772165
GSE35493	GSM869676	None	None	None	9.111135670234708
GSE35493	GSM869678	None	None	None	9.394462694610317
GSE35493	GSM869679	None	None	None	9.231221180711186
GSE35493	GSM869683	None	None	None	10.541096615349524
GSE35493	GSM869684	None	None	None	10.458406613236534
GSE35493	GSM869685	None	None	None	9.848622940429339
GSE35493	GSM869686	None	None	None	9.90689059560852
GSE35493	GSM869688	None	None	None	9.36850646150769
GSE35493	GSM869689	None	None	None	9.44086916761087
GSE35493	GSM869690	None	None	None	9.674192268145685
GSE35493	GSM869691	None	None	None	9.189824558880018
GSE35493	GSM869692	None	None	None	8.321928094887362
GSE35493	GSM869693	None	None	None	9.49585502688717
GSE35493	GSM869694	None	None	None	9.61654884377899
GSE35493	GSM869695	None	None	None	9.118941072723507
GSE35493	GSM869696	None	None	None	9.224001674198105
GSE35493	GSM869700	None	None	None	8.813781191217037
GSE35493	GSM982838	None	None	None	8.326429487122303
GSE35493	GSM982839	None	None	None	8.233619676759702
GSE35493	GSM982840	None	None	None	8.507794640198696
GSE35493	GSM982841	None	None	None	8.467605550082997
GSE35493	GSM982842	None	None	None	8.361943773735241
GSE35493	GSM982843	None	None	None	8.957102041562287
GSE35493	GSM982844	None	None	None	8.62935662007961
GSE35493	GSM982845	None	None	None	8.383704292474054
GSE35493	GSM982846	None	None	None	9.346513733165635
GSE4536	GSM101609	None	None	None	9.759888183221834
GSE4536	GSM101610	None	None	None	9.326429487122303
GSE4536	GSM101615	None	None	None	8.344295907915816
GSE4536	GSM101616	None	None	None	8.189824558880018
GSE4536	GSM101667	None	None	None	8.7714894695006
GSE4536	GSM101668	None	None	None	8.75488750216347
GSE4536	GSM101669	None	None	None	9.071462362556625
GSE4536	GSM101670	None	None	None	8.933690654952235
GSE4536	GSM101671	None	None	None	8.581200581924957
GSE4536	GSM101672	None	None	None	8.491853096329676
GSE4536	GSM101673	None	None	None	9.207014320177533
GSE4536	GSM101674	None	None	None	9.159871336778389
GSE4536	GSM101675	None	None	None	8.383704292474054
GSE4536	GSM101676	None	None	None	8.784634845557521
GSE4536	GSM101677	None	None	None	8.640244936222347
GSE4536	GSM101678	None	None	None	8.491853096329676
GSE4536	GSM101679	None	None	None	8.90689059560852
GSE4536	GSM101680	None	None	None	8.936637939002571
GSE4536	GSM101681	None	None	None	8.082149041353873
GSE4536	GSM101682	None	None	None	7.870364719583405
GSE4536	GSM101683	None	None	None	7.971543553950772
GSE4536	GSM101684	None	None	None	8.330916878114618
GSE4536	GSM101685	None	None	None	8.640244936222347
GSE4536	GSM101686	None	None	None	9.243173983472952
GSE4536	GSM101687	None	None	None	8.79766152585376
GSE4536	GSM101688	None	None	None	8.672425341971495
GSE4536	GSM101607	IV	None	None	8.049848549450562
GSE4536	GSM101608	IV	None	None	8.076815597050832
GSE4536	GSM101611	IV	None	None	7.988684686772166
GSE4536	GSM101612	IV	None	None	8.049848549450562
GSE4536	GSM101613	IV	None	None	7.826548487290916
GSE4536	GSM101614	IV	None	None	7.965784284662087
GSE4536	GSM101617	IV	None	None	9.05528243550119
GSE4536	GSM101618	IV	None	None	9.005624549193879
GSE4536	GSM101619	IV	None	None	8.974414589805528
GSE4536	GSM101620	IV	None	None	9.011227255423254
GSE4536	GSM101622	IV	None	None	9.030667136246942
GSE4536	GSM101623	IV	None	None	9.103287808412022
GSE4536	GSM101624	IV	None	None	8.851749041416058
GSE4536	GSM101625	IV	None	None	8.73809225962049
GSE4536	GSM101626	IV	None	None	9.098032082960527
GSE4536	GSM101627	IV	None	None	8.965784284662087
GSE4536	GSM101628	IV	None	None	8.707359132080883
GSE4536	GSM101629	IV	None	None	8.98299357469431
GSE4536	GSM101630	IV	None	None	8.50382573799575
GSE4536	GSM101631	IV	None	None	9.002815015607053
GSE4536	GSM101632	IV	None	None	8.960001932068081
GSE4536	GSM101633	IV	None	None	9.038918989292304
GSE4536	GSM101634	IV	None	None	8.546894459887637
GSE4536	GSM101635	IV	None	None	8.409390936137703
GSE4536	GSM101636	IV	None	None	8.515699838284043
GSE4536	GSM101637	IV	None	None	8.535275376620802
GSE4536	GSM101638	IV	None	None	8.379378367071263
GSE4536	GSM101639	IV	None	None	8.257387842692651
GSE4536	GSM101640	IV	None	None	8.573647187493323
GSE4536	GSM101641	IV	None	None	8.357552004618084
GSE4536	GSM101642	IV	None	None	8.614709844115207
GSE4536	GSM101643	IV	None	None	8.531381460516313
GSE4536	GSM101644	IV	None	None	8.43879185257826
GSE4536	GSM101645	IV	None	None	8.17492568250068
GSE4536	GSM101646	IV	None	None	8.038918989292302
GSE4536	GSM101647	IV	None	None	8.129283016944965
GSE4536	GSM101653	IV	None	None	8.344295907915816
GSE4536	GSM101654	IV	None	None	8.721099188707186
GSE4536	GSM101655	IV	None	None	8.581200581924957
GSE4536	GSM101656	IV	None	None	8.50382573799575
GSE4536	GSM101657	IV	None	None	8.965784284662087
GSE4536	GSM101658	IV	None	None	8.965784284662087
GSE4536	GSM101659	IV	None	None	8.894817763307945
GSE4536	GSM101660	IV	None	None	9.079484783826816
GSE4536	GSM101661	IV	None	None	8.861086905995393
GSE4536	GSM101662	IV	None	None	9.008428622070582
GSE4536	GSM101663	IV	None	None	9.03342300153745
GSE4536	GSM101664	IV	None	None	8.939579214314692
GSE4536	GSM101665	IV	None	None	8.985841937003341
GSE4536	GSM101666	IV	None	None	8.72451385311995
GSE43289	GSM1060025	I	None	None	8.778077129535358
GSE43289	GSM1060026	I	None	None	7.569855608330948
GSE43289	GSM1060027	I	None	None	7.9188632372745955
GSE43289	GSM1060028	II	None	None	9.961449694398196
GSE43289	GSM1060029	II	None	None	9.257387842692651
GSE43289	GSM1060030	III	None	None	9.240791332161958
GSE43289	GSM1060031	III	None	None	8.543031820255239
GSE43289	GSM1060032	IV	None	None	8.794415866350105
GSE43289	GSM1060033	IV	None	None	7.88874324889826
GSE43289	GSM1060034	IV	None	None	8.375039431346924
GSE43289	GSM1060035	IV	None	None	9.03342300153745
GSE43289	GSM1060036	IV	None	None	8.475733430966399
GSE43289	GSM1060037	IV	None	None	9.527477006060396
GSE43289	GSM1060038	IV	None	None	9.29232163280204
GSE43289	GSM1060039	IV	None	None	8.103287808412023
GSE43289	GSM1060040	IV	None	None	9.20212382383046
GSE43289	GSM1060041	IV	None	None	8.939579214314692
GSE43289	GSM1060042	IV	None	None	8.965784284662087
GSE43289	GSM1060043	IV	None	None	8.686500527183219
GSE43289	GSM1060044	IV	None	None	8.569855608330949
GSE43289	GSM1060045	IV	None	None	8.823367240046236
GSE43289	GSM1060046	IV	None	None	8.74819284958946
GSE43289	GSM1060047	IV	None	None	8.43879185257826
GSE43289	GSM1060048	IV	None	None	8.668884984266247
GSE43289	GSM1060049	IV	None	None	8.700439718141093
GSE43289	GSM1060050	IV	None	None	8.714245517666123
GSE43289	GSM1060051	IV	None	None	7.507794640198696
GSE43289	GSM1060052	IV	None	None	9.118941072723507
GSE43289	GSM1060053	IV	None	None	8.199672344836364
GSE43289	GSM1060054	IV	None	None	8.751544059089097
GSE43289	GSM1060055	IV	None	None	8.312882955284357
GSE43289	GSM1060056	IV	None	None	8.379378367071263
GSE43289	GSM1060057	IV	None	None	8.24317398347295
GSE43289	GSM1060058	IV	None	None	9.45532722030456
GSE43289	GSM1060059	IV	None	None	9.233619676759702
GSE43289	GSM1060060	II	None	None	7.219168520462162
GSE43289	GSM1060061	III	None	None	9.124121311829187
GSE43289	GSM1060062	III	None	None	8.459431618637296
GSE43289	GSM1060063	III	None	None	8.479780264029099
GSE43289	GSM1060064	III	None	None	8.103287808412023
GSE62802	GSM1533545	III	None	None	9.184875342908285
GSE62802	GSM1533546	III	None	None	7.515699838284044
GSE62802	GSM1533547	III	None	None	9.16490692667569
GSE62802	GSM1533548	III	None	None	8.930737337562887
GSE62802	GSM1533549	III	None	None	7.960001932068081
GSE62802	GSM1533550	III	None	None	8.179909090014934
GSE62802	GSM1533551	III	None	None	9.090112419664289
GSE62802	GSM1533552	IV	None	None	9.35974956032233
GSE62802	GSM1533553	IV	None	None	8.751544059089097
GSE62802	GSM1533554	IV	None	None	9.169925001442314
GSE62802	GSM1533555	IV	None	None	8.90689059560852
GSE62802	GSM1533556	IV	None	None	9.011227255423254
GSE62802	GSM1533557	IV	None	None	8.90689059560852
GSE62802	GSM1533558	IV	None	None	8.682994583681683
GSE62802	GSM1533559	IV	None	None	8.63662462054365
GSE62802	GSM1533560	IV	None	None	8.88874324889826
GSE62802	GSM1533561	IV	None	None	8.679480099505447
GSE62802	GSM1533562	IV	None	None	8.531381460516313
GSE62802	GSM1533563	IV	None	None	8.703903573444665
GSE62802	GSM1533564	IV	None	None	8.774787059601174
GSE9438	GSM239770	None	None	None	7.6147098441152075
GSE9438	GSM239771	None	None	None	7.1799090900149345
GSE9438	GSM239772	None	None	None	8.224001674198107
GSE9438	GSM239773	None	None	None	8.082149041353873
GSE9438	GSM239774	None	None	None	7.348728154231078
GSE9438	GSM239775	None	None	None	7.988684686772166
GSE9438	GSM239776	None	None	None	8.149747119504683
GSE9438	GSM239777	None	None	None	7.781359713524661
GSE9438	GSM239778	None	None	None	10.762382038710394
GSE9438	GSM239779	None	None	None	11.598517810612623
GSE9438	GSM239780	None	None	None	11.399811959325685
GSE9438	GSM239781	None	None	None	10.08613622502731
GSE9438	GSM239782	None	None	None	10.02513956227851
GSE9438	GSM239783	None	None	None	10.060695931687555
GSE9438	GSM239784	None	None	None	7.592457037268081
GSE9438	GSM239785	None	None	None	10.320800548881637
GSE9438	GSM239786	None	None	None	10.959277505720502
GSE9438	GSM239787	None	None	None	8.447083226209653
GSE9438	GSM239788	None	None	None	8.417852514885897
GSE9438	GSM239789	None	None	None	8.96289600533726
GSE9438	GSM239790	None	None	None	7.754887502163469
GSE9438	GSM239791	None	None	None	7.6865005271832185
GSE9438	GSM239792	None	None	None	7.118941072723508
GSE9438	GSM239793	None	None	None	7.894817763307945
GSE9438	GSM239794	None	None	None	7.499845887083206
GSE9438	GSM239795	None	None	None	6.39231742277876
GSE9438	GSM239796	None	None	None	8.507794640198696
GSE9438	GSM239797	None	None	None	9.642051692927977
GSE9438	GSM239798	None	None	None	8.108524456778168
GSE9438	GSM239799	None	None	None	8.271463027904375
GSE9438	GSM239800	None	None	None	9.400879436282185
GSE68015	GSM1660985	None	None	None	7.693486957499325
GSE68015	GSM1660986	None	None	None	8.682994583681683
GSE68015	GSM1660987	None	None	None	7.7414669864011465
GSE68015	GSM1660988	None	None	None	7.592457037268081
GSE68015	GSM1660989	None	None	None	7.832890014164742
GSE68015	GSM1660990	None	None	None	8.103287808412023
GSE68015	GSM1660991	None	None	None	8.353146825498083
GSE68015	GSM1660992	None	None	None	8.409390936137703
GSE68015	GSM1660993	None	None	None	8.044394119358454
GSE68015	GSM1660994	None	None	None	8.03342300153745
GSE68015	GSM1660995	None	None	None	8.936637939002571
GSE68015	GSM1660996	None	None	None	7.86418614465428
GSE68015	GSM1660997	None	None	None	9.041659151637216
GSE68015	GSM1660998	None	None	None	8.129283016944965
GSE68015	GSM1660999	None	None	None	7.714245517666122
GSE68015	GSM1661000	None	None	None	8.396604781181859
GSE68015	GSM1661001	None	None	None	8.543031820255239
GSE68015	GSM1661002	None	None	None	8.451211111832329
GSE68015	GSM1661003	None	None	None	8.63662462054365
GSE68015	GSM1661004	None	None	None	6.882643049361842
GSE68015	GSM1661005	None	None	None	10.062046137720492
GSE68015	GSM1661006	None	None	None	7.781359713524661
GSE68015	GSM1661007	None	None	None	6.857980995127572
GSE68015	GSM1661008	None	None	None	8.321928094887362
GSE68015	GSM1661009	None	None	None	8.90388184573618
GSE68015	GSM1661010	None	None	None	9.76487159073609
GSE68015	GSM1661011	None	None	None	9.162391328756906
GSE68015	GSM1661012	None	None	None	9.13699111208023
GSE68015	GSM1661013	None	None	None	8.988684686772165
GSE68015	GSM1661014	None	None	None	9.111135670234708
GSE68015	GSM1661015	None	None	None	9.394462694610317
GSE68015	GSM1661016	None	None	None	9.36850646150769
GSE68015	GSM1661017	None	None	None	9.44086916761087
GSE68015	GSM1661018	None	None	None	9.674192268145685
GSE68015	GSM1661019	None	None	None	9.189824558880018
GSE68015	GSM1661020	None	None	None	8.321928094887362
GSE68015	GSM1661021	None	None	None	9.49585502688717
GSE68015	GSM1661022	None	None	None	9.61654884377899
GSE68015	GSM1661023	None	None	None	9.118941072723507
GSE68015	GSM1661024	None	None	None	8.361943773735241
GSE68015	GSM1661025	None	None	None	9.224001674198105
GSE68015	GSM1661026	None	None	None	9.90689059560852
GSE68015	GSM1661027	None	None	None	8.957102041562287
GSE68015	GSM1661028	None	None	None	8.62935662007961
GSE68015	GSM1661029	None	None	None	8.813781191217037
GSE68015	GSM1661030	None	None	None	8.507794640198696
GSE68015	GSM1661031	None	None	None	8.467605550082997
GSE68015	GSM1661032	None	None	None	8.383704292474054
GSE68015	GSM1661033	None	None	None	9.346513733165635
GSE68015	GSM1661034	None	None	None	9.485829308701904
GSE68015	GSM1661035	None	None	None	9.556506054671928
GSE68015	GSM1661036	None	None	None	8.710806433699352
GSE68015	GSM1661037	None	None	None	9.537218400538597
GSE68015	GSM1661038	None	None	None	8.721099188707186
GSE68015	GSM1661039	None	None	None	8.252665432450248
GSE68015	GSM1661040	None	None	None	8.467605550082997
GSE68015	GSM1661041	None	None	None	9.16490692667569
GSE68015	GSM1661042	None	None	None	9.539158811108031
GSE68015	GSM1661043	None	None	None	9.481799431665753
GSE68015	GSM1661066	None	None	None	8.832890014164743
GSE68015	GSM1661067	None	None	None	8.977279923499918
GSE68015	GSM1661068	None	None	None	8.640244936222347
GSE68015	GSM1661069	None	None	None	9.16490692667569
GSE68015	GSM1661070	None	None	None	8.154818109052105
GSE68015	GSM1661071	None	None	None	8.409390936137703
GSE68015	GSM1661072	None	None	None	9.211888294546004
GSE68015	GSM1661073	None	None	None	8.03342300153745
GSE68015	GSM1661074	None	None	None	7.7073591320808825
GSE68015	GSM1661075	None	None	None	8.78135971352466
GSE68015	GSM1661076	None	None	None	8.224001674198107
GSE68015	GSM1661077	None	None	None	8.189824558880018
GSE68015	GSM1661078	None	None	None	7.426264754702098
GSE68015	GSM1661079	None	None	None	7.94251450533924
GSE68015	GSM1661080	None	None	None	8.731319031025064
GSE68015	GSM1661249	None	None	None	7.6865005271832185
GSE68015	GSM1661250	None	None	None	8.179909090014934
GSE68015	GSM1661251	None	None	None	8.50382573799575
GSE68015	GSM1661252	None	None	None	8.558420713268665
GSE4290	GSM97878	II	None	None	10.430452551665532
GSE4290	GSM97913	II	None	None	9.658211482751794
GSE4290	GSM97932	II	None	None	10.03342300153745
GSE4290	GSM97939	II	None	None	9.030667136246942
GSE4290	GSM97951	II	None	None	9.457380879072536
GSE4290	GSM97957	II	None	None	8.640244936222347
GSE4290	GSM97972	II	None	None	10.557463701597825
GSE4290	GSM97793	III	None	None	8.280770770130603
GSE4290	GSM97795	III	None	None	10.20945336562895
GSE4290	GSM97802	III	None	None	9.02513956227851
GSE4290	GSM97810	III	None	None	9.152284842306582
GSE4290	GSM97815	III	None	None	9.060695931687555
GSE4290	GSM97837	III	None	None	7.894817763307945
GSE4290	GSM97843	III	None	None	9.095397022792557
GSE4290	GSM97890	III	None	None	9.060695931687555
GSE4290	GSM97899	III	None	None	9.121533517340032
GSE4290	GSM97910	III	None	None	9.011227255423254
GSE4290	GSM97916	III	None	None	9.113742166049189
GSE4290	GSM97920	III	None	None	8.960001932068081
GSE4290	GSM97921	III	None	None	8.523561956057014
GSE4290	GSM97927	III	None	None	8.90689059560852
GSE4290	GSM97937	III	None	None	8.400879436282185
GSE4290	GSM97941	III	None	None	9.812177305514448
GSE4290	GSM97943	III	None	None	8.531381460516313
GSE4290	GSM97958	III	None	None	8.939579214314692
GSE4290	GSM97960	III	None	None	9.759888183221834
GSE4290	GSM97794	IV	None	None	9.06339508128851
GSE4290	GSM97796	IV	None	None	8.90086680798075
GSE4290	GSM97797	IV	None	None	9.290018846932618
GSE4290	GSM97798	IV	None	None	9.060695931687555
GSE4290	GSM97801	IV	None	None	8.62935662007961
GSE4290	GSM97806	IV	None	None	8.741466986401146
GSE4290	GSM97808	IV	None	None	8.957102041562287
GSE4290	GSM97813	IV	None	None	9.095397022792557
GSE4290	GSM97814	IV	None	None	8.870364719583405
GSE4290	GSM97818	IV	None	None	9.665335917185176
GSE4290	GSM97819	IV	None	None	8.417852514885897
GSE4290	GSM97821	IV	None	None	9.717676423066397
GSE4290	GSM97829	IV	None	None	8.909893083770042
GSE4290	GSM97832	IV	None	None	8.94251450533924
GSE4290	GSM97839	IV	None	None	8.632995197142959
GSE4290	GSM97844	IV	None	None	10.396604781181859
GSE4290	GSM97847	IV	None	None	8.700439718141093
GSE4290	GSM97851	IV	None	None	9.100662339005199
GSE4290	GSM97852	IV	None	None	8.693486957499326
GSE4290	GSM97856	IV	None	None	9.076815597050832
GSE4290	GSM97859	IV	None	None	9.076815597050832
GSE4290	GSM97861	IV	None	None	8.59618975614441
GSE4290	GSM97863	IV	None	None	9.116343961237469
GSE4290	GSM97869	IV	None	None	9.527477006060396
GSE4290	GSM97870	IV	None	None	8.76487159073609
GSE4290	GSM97871	IV	None	None	9.041659151637216
GSE4290	GSM97877	IV	None	None	9.870364719583405
GSE4290	GSM97882	IV	None	None	8.67595703294175
GSE4290	GSM97885	IV	None	None	8.791162888555018
GSE4290	GSM97886	IV	None	None	9.571752643503546
GSE4290	GSM97887	IV	None	None	9.3151495622563
GSE4290	GSM97888	IV	None	None	8.744833837499545
GSE4290	GSM97889	IV	None	None	9.539158811108031
GSE4290	GSM97891	IV	None	None	9.60733031374961
GSE4290	GSM97892	IV	None	None	9.768184324776927
GSE4290	GSM97893	IV	None	None	8.974414589805528
GSE4290	GSM97894	IV	None	None	8.614709844115207
GSE4290	GSM97895	IV	None	None	9.52552080909507
GSE4290	GSM97896	IV	None	None	9.65284497300198
GSE4290	GSM97898	IV	None	None	9.400879436282185
GSE4290	GSM97903	IV	None	None	9.172427508645484
GSE4290	GSM97905	IV	None	None	8.379378367071263
GSE4290	GSM97906	IV	None	None	9.194756854422247
GSE4290	GSM97908	IV	None	None	9.638435913990472
GSE4290	GSM97912	IV	None	None	8.810571634741148
GSE4290	GSM97914	IV	None	None	9.238404739325079
GSE4290	GSM97915	IV	None	None	9.207014320177533
GSE4290	GSM97917	IV	None	None	8.894817763307945
GSE4290	GSM97918	IV	None	None	8.88874324889826
GSE4290	GSM97919	IV	None	None	9.095397022792557
GSE4290	GSM97922	IV	None	None	9.385862400641463
GSE4290	GSM97924	IV	None	None	9.693486957499326
GSE4290	GSM97926	IV	None	None	8.885696373339394
GSE4290	GSM97930	IV	None	None	9.686500527183219
GSE4290	GSM97931	IV	None	None	10.758223214726724
